name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
Januaria,BR,MG,83386,,-15.4333,-44.3667,474.0,America/Bahia,1931-01-01,2024-12-15,1953-11-01,1997-08-20,1953-01-01,1971-01-01,6934662.467913102
El Golea,DZ,GHA,60590,DAUE,30.5667,2.8667,397.0,Africa/Algiers,1949-01-30,2025-04-23,1892-01-01,2025-04-10,1892-01-01,2021-01-01,6938048.043767089
Raciborz,PL,SL,12540,,50.05,18.2,205.0,Europe/Warsaw,1953-01-02,2025-03-28,1999-03-16,2022-03-30,2012-01-01,2020-01-01,6938425.4571967935
Tartu,EE,TA,26242,EETU,58.3,26.7333,59.0,Europe/Tallinn,1948-01-01,2025-04-23,1901-01-01,2025-04-10,1901-01-01,2022-01-01,6939008.774097829
Holesov,CZ,ZL,11774,LKHO,49.3167,17.5667,224.0,Europe/Prague,1953-04-04,2025-04-23,1998-10-31,2022-04-24,2005-01-01,2022-01-01,6940159.389918444
Slovenj Gradec,SI,,14021,,46.4833,15.1167,452.0,Europe/Ljubljana,1996-01-01,2025-03-29,2016-05-24,2022-04-01,,,6940645.459019333
Kindia,GN,KND,61818,GUID,10.05,-12.8667,458.0,Africa/Conakry,1973-05-07,2025-04-11,1945-01-01,2025-04-10,1945-01-01,2021-01-01,6941421.301591354
Wien / Schwechat,AT,NO,11036,LOWW,48.1167,16.5667,183.0,Europe/Vienna,1952-01-01,2025-04-23,1973-01-04,2022-04-25,2003-01-01,2022-01-01,6943920.754615993
Frontone,IT,MH,16179,LIVF,43.5167,12.7333,570.0,Europe/Rome,1973-01-01,2025-04-22,1973-07-17,2025-04-10,1975-01-01,2022-01-01,6944426.831383993
Capo S. Lorenzo,IT,SD,16542,LIEL,39.5,9.6333,4.0,Europe/Rome,1973-01-01,2025-04-01,,,,,6947762.919042481
Czestochowa,PL,SL,12550,EPRU,50.8167,19.1,293.0,Europe/Warsaw,1940-01-01,2025-03-28,2000-09-18,2022-03-30,1951-01-01,2021-01-01,6950303.835072335
Perugia,IT,UM,16181,LIRZ,43.0833,12.5,208.0,Europe/Rome,1967-11-06,2025-04-23,2006-07-08,2022-04-25,2020-01-01,2022-01-01,6952409.4207700575
Ostrava / Mosnov,CZ,MO,11782,LKMT,49.6833,18.1167,256.0,Europe/Prague,1952-01-01,2025-04-23,1953-01-03,2025-04-10,1950-01-01,2022-01-01,6953869.137188517
Viterbo,IT,VT,16216,LIRV,42.4333,12.05,300.0,Europe/Rome,1944-07-01,2025-04-22,1975-02-17,1997-10-26,,,6957213.166921958
Parg,HR,,14219,,45.6,14.6333,863.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,6957802.642361096
Reggane / Reggan / Reggane-Plateau,DZ,ADR,60645,DAAN,26.7101,0.2856,291.0,Africa/Algiers,1950-02-15,2023-01-17,2012-03-28,2018-06-26,2016-01-01,2018-01-01,6957988.622574387
Rijeka / Kozala,HR,,14216,,45.3333,14.45,120.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,6960410.959275681
Capo Carbonara,IT,SD,16564,LIEC,39.1,9.5167,116.0,Europe/Rome,1973-01-01,2024-12-31,2009-05-03,2020-03-08,2014-01-01,2020-01-01,6961808.668805224
Celje,RS,,13023,LJCL,46.25,15.25,244.0,Europe/Belgrade,1996-01-01,2025-03-29,2014-07-02,2022-01-27,2014-01-01,2017-01-01,6962540.223046429
Annaba,DZ,ETA,60360,DABB,36.8333,7.8167,4.0,Africa/Algiers,1945-06-09,2025-04-23,1945-06-09,2025-04-12,1957-01-01,2022-01-01,6963234.731327167
Nema,MR,HC,61497,GQNI,16.6,-7.2667,269.0,Africa/Bamako,1965-03-07,2025-02-27,1965-05-02,2022-03-25,1950-01-01,2014-01-01,6963658.694749416
Sulejow,PL,LO,12469,,51.35,19.8667,188.0,Europe/Warsaw,1973-01-01,2025-03-28,1999-03-16,2022-03-30,2012-01-01,2021-01-01,6966222.740853125
Ostroleka,PL,MZ,12285,,53.0833,21.5667,95.0,Europe/Warsaw,1941-01-01,2025-03-28,2000-02-02,2022-03-30,2013-01-01,2020-01-01,6966794.031322842
Kocevje,SI,,14118,,45.65,14.85,467.0,Europe/Ljubljana,1996-02-01,2025-03-29,2018-08-17,2022-04-01,,,6969543.838417684
Sopron,HU,GS,12805,,47.6833,16.6,233.0,Europe/Budapest,1936-06-01,2025-04-23,1997-11-24,2022-04-24,2005-01-01,2022-01-01,6970383.586625999
La Quiaca Observatorio,AR,Y,87007,SASQ,-22.1,-65.6,3462.0,America/Argentina/Jujuy,1939-02-01,2025-02-19,1956-04-01,2025-04-08,1950-01-01,2021-01-01,6970728.242504474
Pajuostis,LT,PA,,EYPP,55.7297,24.4589,39.0,Europe/Vilnius,1959-01-01,2025-02-24,2014-07-05,2014-09-14,,,6973449.6433642255
Lisca,SI,,14024,,46.0667,15.2833,943.0,Europe/Ljubljana,1996-02-01,2025-03-29,2014-07-02,2022-04-01,2015-01-01,2021-01-01,6975054.32603226
Rijeka / Omisalj,HR,PG,13116,LDRI,45.2167,14.5833,85.0,Europe/Zagreb,1973-01-01,2025-04-23,1976-04-06,2022-04-25,2019-01-01,2022-01-01,6975963.284742782
Maribor / Slivnica,SI,,14026,LJMB,46.4833,15.6833,264.0,Europe/Ljubljana,1996-01-01,2025-04-23,1996-03-19,2022-04-25,2006-01-01,2022-01-01,6978106.850501473
Katowice / Brynów,PL,SL,,EPKM,50.2381,19.0342,277.0,Europe/Warsaw,1934-03-30,2025-02-24,1999-03-16,2022-03-06,2005-01-01,2022-01-01,6979038.998777635
Bratislava Ivanka,SK,BL,11816,LZIB,48.2,17.2,133.0,Europe/Prague,1940-01-01,2025-04-23,1973-01-10,2022-04-25,2005-01-01,2022-01-01,6979770.988282933
Falconara,IT,MH,16191,LIPY,43.6167,13.3667,12.0,Europe/Rome,1945-04-14,2025-04-23,1945-05-02,2022-04-25,1979-01-01,2022-01-01,6982839.904356991
Novo Mesto,SI,,14121,,45.8,15.1833,220.0,Europe/Ljubljana,1996-02-01,2025-03-29,2014-07-03,2022-04-01,2015-01-01,2017-01-01,6983411.246481151
Suwalki,PL,PL,12195,EPSU,54.1333,22.95,184.0,Europe/Warsaw,1931-01-09,2025-04-23,1999-04-02,2022-03-31,1954-01-01,2021-01-01,6984315.505459551
Warszawa-Okecie,PL,MZ,12375,EPWA,52.1667,20.9667,106.0,Europe/Warsaw,1928-01-02,2025-04-23,1952-01-02,2025-04-10,1953-01-01,2022-01-01,6984611.224867027
Yacuiba,BO,T,85365,SLYA,-21.95,-63.65,645.0,America/La_Paz,1944-06-01,2025-04-22,1973-01-29,2025-04-08,1956-01-01,2021-01-01,6985976.4407146005
Vigna Di Valle,IT,LZ,16224,LIRB,42.0833,12.2167,262.0,Europe/Rome,1973-01-01,2025-03-31,1954-10-02,2025-04-10,1960-01-01,2021-01-01,6988784.356989465
Ancona / Poggio,IT,MH,16190,,43.6114,13.5253,141.0,Europe/Rome,1949-04-03,2024-03-14,2005-07-30,2021-08-08,1949-01-01,2020-01-01,6994136.43659292
Crnomelj,SI,,14120,,45.5667,15.15,157.0,Europe/Ljubljana,1996-02-01,2025-03-29,2016-05-24,2022-04-01,2016-01-01,2017-01-01,6994354.844557704
Szentgotthard / Farkasfa,HU,VA,12910,,46.9167,16.3167,312.0,Europe/Budapest,1974-08-12,2024-05-02,1997-11-22,2022-03-29,2006-01-01,2021-01-01,6995247.288893764
Szombathely,HU,VA,12812,LHSY,47.2667,16.6333,220.0,Europe/Budapest,1936-01-05,2024-05-02,1997-11-24,2022-03-29,1991-01-01,2021-01-01,6996061.7289307155
Piestany,SK,TA,11826,LKPP,48.6167,17.8333,163.0,Europe/Prague,1937-01-02,2025-04-23,1973-01-01,2025-02-07,1973-01-01,2021-01-01,6996404.783169471
Salvador Aeroporto,BR,BA,83248,SBSV,-12.9,-38.3333,6.0,America/Bahia,1943-08-09,2025-04-23,1943-08-09,2022-04-25,1944-01-01,2022-01-01,7000119.750753747
Paracatu,BR,MG,83479,,-17.2167,-46.8667,711.0,America/Sao_Paulo,1938-05-03,2022-03-19,1976-05-01,2009-01-23,1976-01-01,1993-01-01,7000523.9050571835
Murska Sobota,SI,,14031,,46.65,16.1833,188.0,Europe/Ljubljana,1996-02-01,2025-03-29,2014-07-02,2022-04-01,2014-01-01,2021-01-01,7001609.699031318
Bielsko-Biala,PL,SL,12600,,49.8,19.0,398.0,Europe/Warsaw,1939-10-09,2025-03-28,1999-03-16,2022-03-30,2012-01-01,2020-01-01,7001871.670955094
Mosonmagyarovar,HU,GS,12815,,47.8833,17.2833,121.0,Europe/Budapest,1996-12-01,2024-05-02,1997-11-24,2022-03-29,2009-01-01,2021-01-01,7003036.276750267
Roma Fiumicino,IT,LZ,16242,LIRF,41.8,12.2333,2.0,Europe/Rome,1965-07-01,2025-04-23,1973-01-02,2022-04-25,1949-01-01,2022-01-01,7006038.355570491
Mali Losinj,HR,,14314,,44.5333,14.4667,53.0,Europe/Zagreb,1996-02-01,2025-03-29,1999-09-11,1999-11-13,,,7006655.419054739
St. Peterburg,RU,LEN,26063,ULLI,59.9667,30.3,4.0,Europe/Moscow,1931-04-01,2025-04-23,1881-01-01,2025-04-09,1881-01-01,2022-01-01,7008344.52140287
Senj,HR,LS,14323,,44.9833,14.9,26.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7010561.323639005
Krapina,HR,KZ,14234,,46.1333,15.8833,202.0,Europe/Zagreb,1996-02-01,2025-03-29,1996-02-09,2025-03-25,1999-01-01,2021-01-01,7011127.61590089
Rieti,IT,LZ,16221,LIQN,42.4167,12.85,389.0,Europe/Rome,1973-12-13,2025-04-22,2016-08-25,2017-01-20,,,7014686.616411602
Rab,HR,,14321,,44.75,14.7667,24.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7014771.569536458
Kita,ML,KY,61270,GAKT,13.0667,-9.4667,333.0,Africa/Bamako,1957-01-05,2025-04-11,1960-03-05,2025-04-12,1961-01-01,2022-01-01,7016397.06468516
Roma / Urbe,IT,LZ,16235,LIRU,41.95,12.5,18.0,Europe/Rome,1973-01-01,2025-04-22,1974-06-03,2007-07-01,,,7016475.922369988
Lungi,SL,N,61856,GFLL,8.6167,-13.2,25.0,Africa/Freetown,1949-01-24,2025-04-23,1973-01-02,2024-10-13,1950-01-01,2019-01-01,7016705.74845856
Ogulin,HR,KA,14328,,45.2667,15.2333,328.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7016952.095427674
Monte Terminillo,IT,LZ,16219,LIRK,42.4667,12.9833,1874.0,Europe/Rome,1965-02-01,2025-04-23,1965-04-28,2025-04-09,1966-01-01,2022-01-01,7021236.8166057905
Minsk / Janów,PL,MZ,12376,EPMM,52.2,21.65,110.0,Europe/Warsaw,2002-06-01,2025-03-28,2002-06-06,2022-03-29,2011-01-01,2021-01-01,7022521.757381183
El Oued,DZ,EOU,60559,DAUO,33.5,6.1167,63.0,Africa/Algiers,1965-01-01,2025-04-23,1965-09-13,2025-04-12,1970-01-01,2021-01-01,7024853.501649182
Karlovac,HR,KA,14232,,45.5,15.55,112.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7024934.998215849
Zavizan,HR,LS,14324,,44.8167,14.9833,1594.0,Europe/Zagreb,1996-02-01,2025-03-29,1999-09-11,1999-11-11,,,7025669.358724159
Tabarka,TN,JE,60710,DTKA,36.95,8.75,20.0,Africa/Tunis,1974-10-01,2025-04-23,2004-12-08,2022-04-25,2008-01-01,2008-01-01,7027515.128360479
Puntijarka,HR,KZ,14235,,45.9167,15.9667,988.0,Europe/Zagreb,1996-02-01,2025-03-29,2013-07-12,2013-07-12,,,7028982.441791065
Zalaegerszeg / Andrashida,HU,ZA,12915,,46.8667,16.8,179.0,Europe/Budapest,1977-09-09,2024-05-02,1998-08-08,2022-03-29,2006-01-01,2021-01-01,7029654.225323078
Pratica Di Mare,IT,LZ,16245,LIRE,41.65,12.45,6.0,Europe/Rome,1966-09-23,2025-04-23,1966-09-28,2025-04-10,1967-01-01,2022-01-01,7030028.946547589
Guidonia,IT,LZ,16234,LIRG,42.0,12.7333,88.0,Europe/Rome,1966-09-23,2025-04-22,,,,,7030181.980921234
Roma / Ciampino,IT,LZ,16239,LIRA,41.7833,12.5833,129.0,Europe/Rome,1951-10-01,2025-04-23,1951-01-01,2025-04-10,1951-01-01,2022-01-01,7031905.688163128
Krakow,PL,ML,12566,EPKK,50.0833,19.8,237.0,Europe/Warsaw,1931-01-03,2025-04-23,1973-01-01,2025-04-10,1973-01-01,2022-01-01,7034673.478890437
Varazdin,HR,VA,14246,LDVA,46.3,16.3833,167.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7034679.441592329
Zagreb / Gric,HR,GZ,14236,,45.8167,15.9833,157.0,Europe/Zagreb,1996-02-01,2025-03-29,1860-12-30,2025-04-10,1861-01-01,2022-01-01,7035790.595861947
Zagreb / Maksimir,HR,GZ,14240,LDDD,45.8167,16.0333,123.0,Europe/Zagreb,1996-02-01,2025-03-29,1999-09-23,2013-07-12,,,7039115.268462414
Zagreb / Pleso,HR,ZG,14241,LDZA,45.7333,16.0667,106.0,Europe/Zagreb,1996-02-01,2025-04-23,1997-09-13,2022-04-25,2006-01-01,2022-01-01,7046105.851724249
Campo Grande Aeroporto,BR,MS,83612,SBCG,-20.4667,-54.6667,567.0,America/Campo_Grande,1936-08-24,2025-04-23,1951-01-10,2022-04-25,1961-01-01,2022-01-01,7046680.298621571
Kielce,PL,SW,12570,EPKA,50.8167,20.7,260.0,Europe/Warsaw,1934-10-02,2025-04-23,1999-03-16,2022-03-31,2012-01-01,2021-01-01,7046687.0062501
Touggourt,DZ,OUA,60555,DAUK,33.1167,6.1333,85.0,Africa/Algiers,1949-01-12,2025-04-23,1958-08-19,2025-04-12,1975-01-01,2021-01-01,7048727.647541345
Gy?r-Pér / Gyor-Per,HU,GS,,LHPR,47.6244,17.8136,129.0,Europe/Budapest,1973-01-01,2025-04-23,1997-11-25,2022-04-25,2009-01-01,2022-01-01,7051838.860447704
Kresty,RU,PSK,26478,ULOO,57.78,28.4,47.0,Europe/Moscow,1953-02-16,2025-04-23,2008-02-14,2022-04-25,2016-01-01,2022-01-01,7052779.530084817
Catalao,BR,GO,83526,,-18.1833,-47.95,840.0,America/Sao_Paulo,1931-01-01,2024-12-15,,,1989-01-01,1997-01-01,7053114.75989858
Kozienice,PL,MZ,12488,,51.5667,21.55,107.0,Europe/Warsaw,1975-08-12,2025-03-28,1999-03-16,2022-03-30,2005-01-01,2021-01-01,7053521.670667661
Mariscal Estigarribia,PY,BO,86068,SGME,-22.0167,-60.6,172.0,America/Asuncion,1949-03-15,2025-04-23,1972-01-01,2025-04-08,1955-01-01,2021-01-01,7054245.206804231
Papa,HU,VE,12825,LHPA,47.2,17.5,145.0,Europe/Budapest,1973-01-01,2025-04-23,1995-12-20,2022-04-25,2006-01-01,2022-01-01,7056033.29919289
Nizhniy Bessovets / Petrozavodsk,RU,KR,,ULPB,61.8833,34.15,46.0,Europe/Moscow,1932-01-01,2025-04-23,2011-03-09,2022-04-25,2014-01-01,2022-01-01,7056477.685022121
Bialystok,PL,PL,12295,EPBK,53.1,23.1667,148.0,Europe/Warsaw,1931-01-01,2025-04-23,1952-01-04,2025-04-10,1953-01-01,2021-01-01,7056904.546986665
Jendouba,TN,JE,60725,DTTN,36.4833,8.8,143.0,Africa/Tunis,1943-06-30,2025-04-23,1943-07-01,2025-04-12,1943-01-01,2022-01-01,7058398.778321325
Nara,ML,BKO,61233,GANK,15.1667,-7.2833,271.0,Africa/Bamako,1978-02-01,2025-04-11,1978-02-01,2025-04-12,1978-01-01,2022-01-01,7058547.474202964
Siedlce,PL,MZ,12385,,52.1833,22.2667,146.0,Europe/Warsaw,1973-01-01,2025-03-28,1966-01-01,2025-04-10,1966-01-01,2021-01-01,7059283.057002232
Tartagal Aerodrome,AR,A,87022,SAST,-22.65,-63.8167,450.0,America/Argentina/Jujuy,1973-01-01,2025-02-19,1973-01-01,2025-04-08,1995-01-01,2021-01-01,7059753.251338538
Vitoria Da Conquista,BR,BA,83344,SBQV,-14.95,-40.8833,840.0,America/Bahia,1974-06-23,2024-12-15,1976-03-18,2019-07-24,1986-01-01,2021-01-01,7060145.449280741
Krizevci,HR,KK,14248,,46.0333,16.55,155.0,Europe/Zagreb,1996-01-17,2025-03-29,,,,,7060958.272129972
Ouargla,DZ,OUA,60580,DAUU,31.9167,5.4,141.0,Africa/Algiers,1949-01-30,2025-04-23,1957-03-19,2025-04-12,1957-01-01,2021-01-01,7061625.988440903
Sarmellek / Zalavár,HU,ZA,12922,,46.6833,17.1667,124.0,Europe/Budapest,2001-09-19,2025-03-03,2001-09-20,2022-04-23,2005-01-01,2021-01-01,7064095.580317345
Nagykanizsa,HU,ZA,12925,,46.45,16.9667,139.0,Europe/Budapest,1973-01-01,2025-04-23,1973-01-01,2024-04-22,1973-01-01,2022-01-01,7064435.048925155
Antofagasta,CL,AN,85442,SCFA,-23.4333,-70.4333,135.0,America/Santiago,1935-01-01,2025-04-23,1946-11-13,2025-04-08,1947-01-01,2022-01-01,7065008.836905749
Tebessa,DZ,TEB,60475,DABS,35.4833,8.1333,813.0,Africa/Algiers,1951-01-02,2025-04-23,1958-03-30,2025-04-12,1961-01-01,2022-01-01,7065686.826780379
Gospic,HR,LS,14330,,44.55,15.3667,564.0,Europe/Zagreb,1996-02-01,2025-04-23,1999-09-11,1999-11-13,,,7066917.436774832
Latina,IT,LZ,16243,LIRL,41.55,12.9,25.0,Europe/Rome,1944-03-01,2025-04-22,1980-03-16,2001-06-24,,,7067822.533144665
Deblin / Irena,PL,LL,12490,EPDE,51.55,21.85,124.0,Europe/Warsaw,1934-01-04,2025-03-28,2001-07-13,2022-03-31,2013-01-01,2021-01-01,7072134.242474439
Vilnius,LT,VI,26730,EYVI,54.6333,25.1,162.0,Europe/Vilnius,1934-03-13,2025-04-23,1881-01-01,2025-04-10,1881-01-01,2022-01-01,7072844.219519888
Sliac,SK,BC,11903,LKSL,48.65,19.15,314.0,Europe/Bratislava,1952-01-01,2025-04-23,1952-01-03,2025-02-19,1959-01-01,2021-01-01,7077363.283478705
Sisak,HR,SM,14244,,45.5,16.3667,98.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7079485.451022547
Zadar Puntamika,HR,ZD,14428,,44.1333,15.2167,5.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7080685.887604337
Tata,HU,KE,12836,,47.65,18.3167,128.0,Europe/Budapest,2001-07-05,2024-05-02,2001-07-07,2022-03-29,2005-01-01,2021-01-01,7082583.994421711
Paranaiba,BR,MS,83565,,-19.7,-51.1833,331.0,America/Campo_Grande,1989-11-17,2024-12-14,1990-11-27,1996-05-01,2001-01-01,2021-01-01,7083966.358113817
Veszprem / Szentkiralyszabadja,HU,VE,12830,,47.0667,17.8333,280.0,Europe/Budapest,1988-02-10,2025-04-23,1997-11-25,2022-04-24,2010-01-01,2022-01-01,7085277.1858655065
Montes Claros,BR,MG,83437,SBMK,-16.7167,-43.8667,646.0,America/Bahia,1936-08-24,2025-04-23,1950-09-01,2025-03-23,1950-01-01,2021-01-01,7086258.052283048
Zakopane,PL,ML,12625,,49.3,19.95,857.0,Europe/Warsaw,1934-03-29,2025-03-28,1999-03-16,2022-03-30,2005-01-01,2021-01-01,7089305.711767535
Bizerte,TN,BI,60714,DTTB,37.25,9.8,5.0,Africa/Tunis,1943-08-05,2025-04-23,1943-08-06,2022-04-19,1944-01-01,1945-01-01,7089497.778979341
Frosinone,IT,FR,16244,LIRH,41.6333,13.3,180.0,Europe/Rome,1973-01-01,2025-04-22,1974-06-07,2000-05-31,,,7091458.284655581
Zadar / Zemunik,HR,ZD,14431,LDZD,44.1,15.35,82.0,Europe/Zagreb,1996-01-01,2025-04-23,1999-09-07,2022-04-25,2008-01-01,2022-01-01,7091704.05185609
Tat / Mogyorósbánya,HU,KE,12847,,47.75,18.6,108.0,Europe/Budapest,2001-08-05,2024-09-15,2001-09-20,2022-03-29,2005-01-01,2021-01-01,7094866.411057191
Kasprowy Wierch,PL,ML,12650,,49.2333,19.9833,1991.0,Europe/Warsaw,1940-01-01,2025-03-29,1999-03-16,2022-03-30,2013-01-01,2021-01-01,7095256.107219133
Pirapora,BR,MG,83483,,-17.3333,-44.95,505.0,America/Sao_Paulo,1936-08-24,2019-09-30,,,,,7097583.131388314
Bjelovar,HR,BB,14253,,45.7333,16.85,141.0,Europe/Zagreb,1996-02-01,2025-03-29,,,,,7098116.23034983
Oran Aerodrome,AR,A,87016,SASO,-23.15,-64.3167,357.0,America/Argentina/Jujuy,1960-01-01,2025-02-19,1961-05-01,2025-04-08,1961-01-01,2021-01-01,7106157.04118634
Ponza,IT,LZ,16280,LIQZ,40.9167,12.95,184.0,Europe/Rome,1965-02-01,2025-04-03,1965-04-28,2025-04-03,1966-01-01,2022-01-01,7107993.078922763
Siofok,HU,SO,12935,LHSK,46.9167,18.05,108.0,Europe/Budapest,1973-01-01,2025-04-23,1997-11-25,2022-04-24,2006-01-01,2022-01-01,7108002.438429987
Pescara,IT,AB,16230,LIBP,42.4333,14.2,10.0,Europe/Rome,1965-02-01,2025-04-23,1974-03-28,2022-04-25,1960-01-01,2022-01-01,7108620.021269046
Tarnow,PL,ML,12575,,50.0333,20.9833,209.0,Europe/Warsaw,1939-11-26,2025-03-28,2001-07-29,2022-03-30,2012-01-01,2021-01-01,7109541.579884052
Bilogora,HR,VP,14256,,45.8833,17.2,261.0,Europe/Zagreb,1996-02-01,2025-03-29,2013-07-12,2013-07-12,,,7112553.174226622
Sandomierz,PL,SW,12585,,50.7,21.7167,217.0,Europe/Warsaw,1940-01-01,2025-03-28,1999-03-17,2022-03-30,1951-01-01,2021-01-01,7114310.729548699
Nowy Sacz,PL,ML,12660,EPNL,49.6167,20.7,292.0,Europe/Warsaw,1973-01-01,2025-03-29,1999-03-17,2022-03-30,2013-01-01,2021-01-01,7116817.293986045
Faranah / Badala,GN,FRN,61833,GUFH,10.0333,-10.75,458.0,Africa/Conakry,1974-08-23,2025-04-11,1975-07-12,2025-04-10,1976-01-01,2003-01-01,7120480.634415177
Poprad / Tatry,SK,PV,11934,LZTT,49.0667,20.25,694.0,Europe/Bratislava,1957-03-12,2025-04-23,1951-01-01,2024-12-09,1951-01-01,2022-01-01,7121504.21641725
Lublin Radawiec,PL,LL,12495,EPLR,51.2167,22.4,238.0,Europe/Warsaw,1931-01-03,2025-04-23,1999-03-16,2022-03-31,2012-01-01,2021-01-01,7124159.685551479
Kaposvar,HU,SO,12930,LHKV,46.3833,17.8333,144.0,Europe/Budapest,1936-10-01,2024-04-23,2006-03-23,2022-03-29,2006-01-01,2021-01-01,7124999.413187456
Agard,HU,FE,12846,,47.1833,18.6167,105.0,Europe/Budapest,2001-07-05,2024-05-02,2001-07-07,2022-03-29,2005-01-01,2021-01-01,7128989.953197714
Taszar,HU,SO,12932,LHTA,46.4,17.9167,156.0,Europe/Budapest,1997-02-01,2022-04-07,1997-11-06,2005-09-25,,,7129467.642945059
Daruvar,HR,BB,14258,,45.6,17.2333,161.0,Europe/Zagreb,1996-02-01,2025-03-29,1999-09-16,1999-11-08,,,7131255.323099575
Szecseny,HU,NO,12756,,48.1167,19.5167,152.0,Europe/Budapest,2001-07-05,2024-11-04,2001-07-08,2022-03-29,2005-01-01,2021-01-01,7131545.120086915
Lucenec,SK,BA,11927,LZLU,48.3333,19.7333,214.0,Europe/Bratislava,1978-06-08,2025-03-28,2005-01-03,2022-03-30,2005-01-01,2020-01-01,7132437.889158242
Budapest Met Center,HU,BU,12840,LHBM,47.5167,19.0333,129.0,Europe/Budapest,1931-01-03,2024-04-23,,,1949-01-01,2000-01-01,7136120.706550984
Hassi-Messaoud,DZ,OUA,60581,DAUH,31.6667,6.15,142.0,Africa/Algiers,1965-03-07,2025-04-23,1965-03-10,2025-04-11,1966-01-01,2022-01-01,7136346.232178627
Arhangel'Sk,RU,VO,22550,ULAA,64.5,40.7333,13.0,Europe/Moscow,1931-01-04,2025-04-23,1881-01-01,2025-04-10,1881-01-01,2022-01-01,7137580.087059186
Pedra Azul,BR,MG,83393,,-16.0,-41.2833,649.0,America/Bahia,1974-07-20,2024-12-14,,,1989-01-01,1997-01-01,7142144.987703272
Terespol,PL,LL,12399,,52.0667,23.6167,133.0,Europe/Warsaw,1973-01-01,2025-03-28,1999-03-16,2022-03-30,1961-01-01,2021-01-01,7144116.133290976
Ilheus Aeroporto,BR,BA,83349,SBIL,-14.8167,-39.0333,4.0,America/Bahia,1983-04-01,2025-04-23,1999-03-22,2021-03-10,2012-01-01,2021-01-01,7145118.88079862
Tunis-Carthage,TN,AR,60715,DTTA,36.8333,10.2333,3.0,Africa/Tunis,1943-06-08,2025-04-23,1943-06-09,2025-04-12,1943-01-01,2022-01-01,7146601.615998097
Budapest / Lorinc,HU,BU,12843,,47.4333,19.1833,138.0,Europe/Budapest,1973-01-01,2025-04-23,1973-01-01,2024-04-21,1961-01-01,2022-01-01,7150592.888142888
Sibenik,HR,SB,14438,,43.7333,15.9167,77.0,Europe/Zagreb,1996-02-01,2025-03-29,1999-09-11,1999-11-11,,,7151714.781950797
Knin,HR,SB,14442,,44.0333,16.2,255.0,Europe/Zagreb,1996-02-27,2025-04-22,,,,,7153471.148746208
Siguiri,GN,SIG,61811,GUSI,11.4333,-9.1667,362.0,Africa/Conakry,1974-07-15,2024-12-03,1945-01-01,2022-10-21,1945-01-01,1997-01-01,7155449.099672007
Tozeur,TN,TO,60760,DTTZ,33.9167,8.1,87.0,Africa/Tunis,1973-01-01,2025-04-23,1992-01-07,2022-04-24,2020-01-01,2020-01-01,7155575.258023209
Budapest / Ferihegy,HU,BU,12839,LHBP,47.4333,19.2667,151.0,Europe/Budapest,1952-01-01,2025-04-23,1973-01-03,2022-04-25,2008-01-01,2022-01-01,7155912.796897886
Brest / Guli,BY,BR,,UMBB,52.1,23.8833,143.0,Europe/Minsk,1931-01-10,2025-04-22,2008-11-06,2022-03-07,,,7157419.31095798
Pecs / Pogany,HU,BA,12942,LHPP,46.1,18.2333,201.0,Europe/Budapest,1936-05-01,2025-04-23,1901-01-01,2024-04-17,1901-01-01,2022-01-01,7167748.040856222
Rzeszow-Jasionka,PL,PP,12580,EPRZ,50.1,22.05,200.0,Europe/Warsaw,1954-01-02,2025-04-23,1999-03-16,2022-04-25,2005-01-01,2022-01-01,7169964.581619962
Wlodawa,PL,LL,12497,,51.55,23.5333,177.0,Europe/Warsaw,1973-01-01,2025-03-28,1973-01-01,2025-04-10,1973-01-01,2021-01-01,7170435.368348352
Josvafo,HU,BZ,12766,,48.4833,20.5333,305.0,Europe/Budapest,2001-07-05,2024-05-02,2001-07-07,2022-03-29,2005-01-01,2021-01-01,7173579.838956805
Krosno / Bia?obrzegi,PL,PP,12670,,49.7069,21.7692,330.0,Europe/Warsaw,1985-04-01,2025-03-29,1999-03-16,2022-03-30,2013-01-01,2021-01-01,7176542.573337678
Kekesteto,HU,HE,12851,,47.8667,20.0167,1010.0,Europe/Budapest,1934-09-01,2024-10-03,1997-11-28,2022-03-29,2005-01-01,2021-01-01,7177835.5493292445
Banja Luka,BA,,13242,LQBK,44.7833,17.2167,156.0,Europe/Belgrade,1936-07-01,2025-04-23,2004-02-27,2022-04-25,2013-01-01,2022-01-01,7178029.608507975
Paks,HU,TO,12950,,46.5833,18.85,97.0,Europe/Budapest,1980-10-09,2024-05-02,1997-11-25,2022-03-29,2010-01-01,2021-01-01,7179338.781952498
